analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_child_1_9_cases,total_adolescent_cases,total_child_adolescent_cases,total_child_adolescent_infections,total_child_adolescent_reported_cases,total_deaths,total_infant_deaths,total_child_adolescent_deaths,total_child_adolescent_hospitalizations,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,child_1_9_population,adolescent_population,child_adolescent_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_child_1_9_cases_per_100k,annualized_adolescent_cases_per_100k,annualized_child_adolescent_cases_per_100k,annualized_child_adolescent_infections_per_100k,annualized_child_adolescent_reported_cases_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,annualized_child_adolescent_deaths_per_million,annualized_child_adolescent_hospitalizations_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_FOI_reduction_case_proxy,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,routine_age_pattern,routine_first_shot_months,routine_last_shot_months,routine_dose_count,routine_scheduler_code,calibration_loaded,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_overlay_mode,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,npi_contact_reduction_country,npi_contact_reduction_iso3,npi_contact_reduction_periods_loaded,npi_contact_reduction_reduction_column,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_configured_anchor_year,resistance_timeline_applied,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,prospective_policy,policy_start_time,simulation_phase,contact_reciprocity_error_before,contact_reciprocity_error_after,country,temporal_dimension,burn_in_years,npi_scenario,npi_reduction_scale,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
temporal_assumption_sensitivity,npi_country_profile,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,npi_contact_shock,15.0,npi_country_profile,1.0,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_reduction_half,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,npi_contact_shock,15.0,npi_reduction_half,0.5,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_none,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,19110.70335149254,96737.33307699565,1069.56177080479,967.8999445654044,2052.240021623667,4747.594060827965,2804.112613462567,8519.606618855936,40267.856079218385,852.8359035735778,3.180515783628485,3.13742179289634,3.142719192408707,314.2242204662164,2213.2587041463826,0.022879054381050538,0.003,0.048779326153075314,70515966.30479945,651878.7473900464,6530461.608686016,6672359.263977727,13854699.62005379,4.999418194761015,27.440194303290514,0.30338838043938354,29.699160692063536,62.97118470055521,14.54153425791952,8.406138908186874,12.29993910837864,58.13556892440787,1.231257516066243,0.009021746652658327,0.0962690353576253,0.045372112153402276,0.4536522577883078,169.79791776418116,1296.409068094325,2462.4872527949947,2462.4872527949947,328.04011637490703,1680.0,1256.0,1,,0.8091852673675644,0.19755251404627677,5.061945198863678,0.5646316020744232,0.40404959675358987,0.0007105181335112418,0.018750490991496654,0.025462327513155407,0.5197082654362599,,W8;W12;W16;M40,1.8410958904109591,40.0,4,aP,True,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.22162649451701,42.000016882084694,True,United_Kingdom,GBR,1,contact_reduction_mean,United_Kingdom,GBR,2025,2025,True,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,True,0.0,prospective_policy,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,npi_contact_shock,15.0,npi_none,,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,6.999594011212859,0.0433437110714388,0.9566562889285612,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_country_profile,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,npi_contact_shock,15.0,npi_country_profile,1.0,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_reduction_half,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,npi_contact_shock,15.0,npi_reduction_half,0.5,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_none,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,4643688.343090881,23264004.932804108,270891.88439126965,165339.6141871889,351895.95306552225,630336.9082674204,443052.21082286525,1238728.7332774745,5900089.606597669,177470.67555575975,674.3023487005241,654.4848440504627,655.321217322033,56845.32074216891,23176786.413690943,0.9962509241480525,0.8270000000000001,0.9988601085622227,118980814.51399367,715391.0743261046,7149047.978198901,7916218.119595209,15780657.172120217,4.999418194761015,3911.0023522466954,45.540688291587905,4622.894007243429,9839.007430839076,1763.6201782073983,1119.4834809947888,1570.1157135759165,7478.492388171525,224.9479558383783,1.133595904707947,18.299389884671506,8.30633950045415,72.05268509788381,48674.996219905894,235738.84750510994,139853.68455714875,139853.68455714875,158668.23826602646,1710.0,476.0,1,,0.8081799411272181,0.19960829429428587,5.009811859449504,0.4549445965029409,0.34999252178848783,3.4543534142451445e-05,0.010959620893941239,0.015022188726150666,0.4289282433487065,,M2;M3;M4;Y1,2.0,12.0,4,aP,True,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,48.269543785369024,41.434615044876836,True,Japan,JPN,1,contact_reduction_mean,Japan,JPN,2025,2025,True,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,True,0.0,prospective_policy,7.644092124256049e-05,2.2471172848738243e-16,Japan,npi_contact_shock,15.0,npi_none,,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,7.349919218851434,6.196080111300123,5.196080111300123,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_country_profile,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,166422.18964447494,876615.0751604273,18358.77752934904,10156.594402240156,22843.187406042423,43495.12972300497,23183.025783649384,76834.7499088945,357321.4328951374,15031.617849787424,35.257542487816075,34.82838474134725,34.88221645325136,3319.8536965117223,826088.3521639382,0.9423615627563303,0.01,0.9934863333159195,5353994.955211791,54342.68542749543,540348.1695775476,515842.4333402559,1110533.2883452987,4.999418194761015,3275.0015575801485,68.58771507309773,3738.4153145301107,8408.06654764071,1610.0800890977634,898.9459648992979,1383.9061346077087,6435.881207353984,270.74140515932675,1.3172087708269709,12.81954971724396,6.282796963041884,59.79541681401113,18783.856797073506,11861.724692230142,7227.677125306844,7227.677125306844,2755.306151532939,1560.0,746.0,1,,0.8167374163467253,0.18984636970111243,5.267417025536835,0.7079370742017285,0.5356167880771321,0.0010275199772902927,0.02040303346223959,0.027923189213086744,0.6585833315491119,,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,npi_contact_shock,15.0,npi_country_profile,1.0,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,25.11070274470987,2.7314136036096106,1.7314136036096106,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_reduction_half,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,166422.18964447494,876615.0751604273,18358.77752934904,10156.594402240156,22843.187406042423,43495.12972300497,23183.025783649384,76834.7499088945,357321.4328951374,15031.617849787424,35.257542487816075,34.82838474134725,34.88221645325136,3319.8536965117223,826088.3521639382,0.9423615627563303,0.01,0.9934863333159195,5353994.955211791,54342.68542749543,540348.1695775476,515842.4333402559,1110533.2883452987,4.999418194761015,3275.0015575801485,68.58771507309773,3738.4153145301107,8408.06654764071,1610.0800890977634,898.9459648992979,1383.9061346077087,6435.881207353984,270.74140515932675,1.3172087708269709,12.81954971724396,6.282796963041884,59.79541681401113,18783.856797073506,11861.724692230142,7227.677125306844,7227.677125306844,2755.306151532939,1560.0,746.0,1,,0.8167374163467253,0.18984636970111243,5.267417025536835,0.7079370742017285,0.5356167880771321,0.0010275199772902927,0.02040303346223959,0.027923189213086744,0.6585833315491119,,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,npi_contact_shock,15.0,npi_reduction_half,0.5,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,25.11070274470987,2.7314136036096106,1.7314136036096106,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_none,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,166422.18964447494,876615.0751604273,18358.77752934904,10156.594402240156,22843.187406042423,43495.12972300497,23183.025783649384,76834.7499088945,357321.4328951374,15031.617849787424,35.257542487816075,34.82838474134725,34.88221645325136,3319.8536965117223,826088.3521639382,0.9423615627563303,0.01,0.9934863333159195,5353994.955211791,54342.68542749543,540348.1695775476,515842.4333402559,1110533.2883452987,4.999418194761015,3275.0015575801485,68.58771507309773,3738.4153145301107,8408.06654764071,1610.0800890977634,898.9459648992979,1383.9061346077087,6435.881207353984,270.74140515932675,1.3172087708269709,12.81954971724396,6.282796963041884,59.79541681401113,18783.856797073506,11861.724692230142,7227.677125306844,7227.677125306844,2755.306151532939,1560.0,746.0,1,,0.8167374163467253,0.18984636970111243,5.267417025536835,0.7079370742017285,0.5356167880771321,0.0010275199772902927,0.02040303346223959,0.027923189213086744,0.6585833315491119,,W6;M3;M5;Y4;Y11-Y13,1.3808219178082193,156.0,5,aP,True,New_Zealand,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/New_Zealand_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,32.1464548944196,29.28661041270576,True,New_Zealand,NZL,1,contact_reduction_mean,New_Zealand,NZL,2025,2025,True,False,exact_year,2025,low_detected_model_anchor,https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/communicable-disease-control-manual/pertussis,"Health New Zealand notes MRBP has been detected by PHF Science and is being assessed; no public national fraction was located, so use a low detected/imported anchor pending surveillance.",New_Zealand,NZL,3,relative_detection_prior_mean,True,0.0,prospective_policy,1.0204827386537681e-05,1.352852648487234e-16,New_Zealand,npi_contact_shock,15.0,npi_none,,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,25.11070274470987,2.7314136036096106,1.7314136036096106,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_country_profile,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,289176.5553313863,977913.6051430312,32203.413951339164,9705.040550666567,14514.923076181694,41323.51511610271,25892.566025375872,76921.12169214516,228591.56852595307,21026.64955654129,37.89214589881153,36.88324121687125,36.9352905339431,3290.7112796588176,14742.600990236473,0.015075565891201806,0.01,0.010179114205639446,10733209.759999445,91134.33168571893,959976.4044829417,1003832.8384127438,2054943.5745814044,4.999418194761015,1822.432303675053,60.014035559875964,2130.0798044466164,3185.7614964367417,861.0279154821824,515.9340932312616,748.7317346098786,2225.055457519508,204.6683596023384,0.7061551284120041,8.095200306318606,3.5951925220849996,32.03099370261573,86185.30188406594,24851.737202891018,57742.65610679958,57742.65610679958,25343.696530152196,0.0,150.0,1,,0.8159986448318859,0.2957076717314827,3.3817181480095306,0.5230309968811528,0.41033361428967857,0.0007725428710623428,0.009828113408098983,0.013720184812309875,0.49871015578968175,,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,27.539837140679783,25.32984077491631,True,Sweden,SWE,1,contact_reduction_mean,Sweden,SWE,2025,2025,True,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,True,0.0,prospective_policy,3.202340290308184e-05,1.4235413699758381e-16,Sweden,npi_contact_shock,15.0,npi_country_profile,1.0,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,5.954795201043958,10.078270290362743,9.078270290362743,0.25,calibrated_country_scenario_analysis
temporal_assumption_sensitivity,npi_reduction_half,symptom_protective,country_timeline,current,2027-01-01,2032-01-01,2027,2032,289176.5553313863,977913.6051430312,32203.413951339164,9705.040550666567,14514.923076181694,41323.51511610271,25892.566025375872,76921.12169214516,228591.56852595307,21026.64955654129,37.89214589881153,36.88324121687125,36.9352905339431,3290.7112796588176,14742.600990236473,0.015075565891201806,0.01,0.010179114205639446,10733209.759999445,91134.33168571893,959976.4044829417,1003832.8384127438,2054943.5745814044,4.999418194761015,1822.432303675053,60.014035559875964,2130.0798044466164,3185.7614964367417,861.0279154821824,515.9340932312616,748.7317346098786,2225.055457519508,204.6683596023384,0.7061551284120041,8.095200306318606,3.5951925220849996,32.03099370261573,86185.30188406594,24851.737202891018,57742.65610679958,57742.65610679958,25343.696530152196,0.0,150.0,1,,0.8159986448318859,0.2957076717314827,3.3817181480095306,0.5230309968811528,0.41033361428967857,0.0007725428710623428,0.009828113408098983,0.013720184812309875,0.49871015578968175,,M3;M5;M12;Y5;Y14-Y16,3.0,192.0,5,aP,True,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,fitted_parameters_and_state_only,e07d2d9623bba63452e5939f83db5c87901a902d0a71c99df08b4ecdc3550c54,c36eefa5b9e490f39c68369d7b2ec545f1003c465b2d7a3d65a4f58b53b37bf6,True,state_reconstruction_accepted,27.539837140679783,25.32984077491631,True,Sweden,SWE,1,contact_reduction_mean,Sweden,SWE,2025,2025,True,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,True,0.0,prospective_policy,3.202340290308184e-05,1.4235413699758381e-16,Sweden,npi_contact_shock,15.0,npi_reduction_half,0.5,Near-term current-practice run varying COVID-19 NPI contact-reduction assumptions for countries with explicit NPI periods.,5.954795201043958,10.078270290362743,9.078270290362743,0.25,calibrated_country_scenario_analysis
